Time (ms),Roll (deg),Pitch (deg),Yaw (deg),Roll Rate (deg/s),Pitch Rate (deg/s),Yaw Rate (deg/s),x_acceleration (ms-2),y_acceleration (ms-2),z_acceleration (ms-2),Velocity (ms-1),Altitude (m),Temperature (C),State Detection,Pitch Response,Yaw Response,Relay State
131857,30.05,-11.55,58.26,2685.74,365.26,-1210.37,-3.24,0.37,-0.11,0.36,-0.42,18.3,,72,116,
131921,32.41,-13.55,57.29,3720.64,1077.88,-150.4,-0.67,-0.04,-1.23,0.28,-0.43,18.3,,74,116,
131985,34.8,-15.16,56.17,959.7,562.21,-522.82,-0.08,0.95,0.05,0.16,-0.47,18.3,,74,116,
132048,35.1,-15.55,56.09,189.79,-236.35,372.42,-0.89,0.27,-0.09,0.01,-0.52,18.3,,74,116,
132115,35.45,-16.31,56.35,1228.28,25.07,143.24,-0.46,-0.63,0.05,-0.22,-0.62,18.3,,74,116,
132183,36.73,-17.69,55.94,2273.93,501.34,-75.2,-0.99,-0.74,0.82,-0.2,-0.63,18.3,,74,116,
132246,39.22,-19.79,54.99,2918.5,712.62,-229.18,-0.4,-0.28,0.28,-0.29,-0.68,18.3,,74,116,
132311,41.4,-21.47,53.77,2062.65,619.51,-615.93,0.5,-0.15,-0.1,-0.19,-0.66,18.3,,73,116,
132376,43.09,-22.58,52.41,1686.64,612.35,-719.78,0.15,-0.61,0.28,-0.14,-0.65,18.3,,73,116,
132440,45.55,-23.93,50.63,2818.24,945.38,-630.25,1.53,-1.31,0.27,0.04,-0.58,18.3,,73,116,
132508,48.95,-25.72,48.3,2202.31,988.35,-895.25,1.1,-1.28,-0.05,0.24,-0.48,18.3,,73,116,
132573,51.55,-26.75,45.94,2592.63,891.67,-995.51,0.96,-0.54,-0.31,0.28,-0.45,18.3,,73,116,
132636,54.87,-28.53,43,3215.73,615.93,-1901.5,1.17,-0.72,-0.81,0.19,-0.47,18.3,,71,116,
132699,58.75,-30.75,38.23,3462.81,243.51,-2904.18,0.29,-0.33,-1.45,0.1,-0.5,18.3,,71,111,
132763,61.22,-32.3,33.45,2456.56,-157.56,-3842.4,-0.13,0.19,-1.51,0.11,-0.48,18.3,,71,102,
132833,62.8,-33.49,27.43,587.28,-415.39,-4637.38,-0.39,-0.09,-1.1,-0.01,-0.53,18.3,,71,91,
132902,62.68,-34.04,21.94,-100.27,-451.2,-4587.24,-1,-0.46,-0.03,0.03,-0.52,18.3,,71,82,
132967,62.72,-34.38,17.7,977.61,-121.75,-3666.93,-1.21,-0.28,0.14,0.14,-0.47,18.3,,71,77,
133032,64.77,-34.62,12.72,2259.6,594.44,-2789.59,-1.31,-0.46,-0.95,0.05,-0.5,18.3,,71,73,
133096,66.8,-33.87,9.2,411.81,1307.06,-1844.21,-1.93,-1.01,-0.93,0.04,-0.5,18.3,,71,72,
133161,68.01,-32.51,7.27,1221.12,1056.39,-107.43,-2.03,2.09,0.86,0.12,-0.46,18.3,,71,75,
133230,70.41,-31.87,6.99,1894.34,909.57,1414.49,0.22,-0.76,-0.26,0.04,-0.49,18.3,,71,82,
133294,72.75,-31.04,7.13,794.98,759.17,870.18,0.47,-1.32,-0.42,0.22,-0.41,18.3,,71,87,
133358,72.4,-30.84,7.82,-372.42,-182.63,207.7,0.33,-0.37,0.18,0.19,-0.41,18.3,,71,90,
133424,72,-30.88,8.08,-533.57,60.88,-21.49,-0.32,-0.86,-0.23,0.1,-0.43,18.3,,71,91,
133487,72.01,-30.49,8.13,-75.2,487.01,146.82,-0.02,-0.89,-0.01,0.18,-0.39,18.3,,71,93,
133551,72.28,-29.77,7.96,-93.11,322.29,153.98,0.2,-0.11,-0.34,-0.08,-0.49,18.3,,71,94,
